"PLAYER","DATE","REASON","GAME_SALARY","attendance","SGV","PERCENTAGE_MIN_prior","PLAYED_RECENT_GAMES_72h_prior","AVG_TRAVEL_MILES_prior","total_miles_prior","total_minutes_prior","played_games_prior","games_prior","FGM_prior_sum","FGA_prior_sum","FG3M_prior_sum","FG3A_prior_sum","FTM_prior_sum","FTA_prior_sum","PF_prior_sum","PTS_prior_sum","STL_prior_sum","BLK_prior_sum","TO_prior_sum","OREB_prior_sum","DREB_prior_sum","AST_prior_sum","BLKA_prior_sum","PFD_prior_sum","POSS_prior_sum","SCREEN_ASSISTS_prior_sum","DEFLECTIONS_prior_sum","CHARGES_DRAWN_prior_sum","CONTESTED_SHOTS_2PT_prior_sum","CONTESTED_SHOTS_3PT_prior_sum","OFF_BOXOUTS_prior_sum","DEF_BOXOUTS_prior_sum","OFF_LOOSE_BALLS_RECOVERED_prior_sum","DEF_LOOSE_BALLS_RECOVERED_prior_sum","D_FGM_prior_sum","D_FGA_prior_sum","DRIVES_prior_sum","DIST_MILES_OFF_prior_sum","DIST_MILES_DEF_prior_sum","TOUCHES_prior_sum","PASSES_MADE_prior_sum","PASSES_RECEIVED_prior_sum","SECONDARY_AST_prior_sum","POTENTIAL_AST_prior_sum","FT_AST_prior_sum","OREB_CONTEST_prior_sum","OREB_CHANCES_prior_sum","DREB_CONTEST_prior_sum","DREB_CHANCES_prior_sum","prior_injury_episodes","prior_missed_games"
"Yuta Watanabe",2023-02-26,"Back Tightness",24002.1341463415,16983,16755368.09,0.369562815656566,1.63636363636364,670.085205797071,21442.7265855063,780.516666666667,44,59,101,194,53,110,29,39,65,284,19,15,17,26,84,38,7,33,1653,14,28,1,134,81,0,18,5,5,181,379,62,31.5,27.9,815,576,511,4,60,5,16,50,15,161,4,14
"Yuta Watanabe",2023-02-28,"Back Soreness",24002.1341463415,17732,19658430.02,0.369562815656566,1.63636363636364,670.085205797071,21442.7265855063,780.516666666667,44,60,101,194,53,110,29,39,65,284,19,15,17,26,84,38,7,33,1653,14,28,1,134,81,0,18,5,5,181,379,62,31.5,27.9,815,576,511,4,60,5,16,50,15,161,5,15
"Yuta Watanabe",2023-03-01,"Back Soreness",24002.1341463415,19812,26698297.17,0.369562815656566,1.63636363636364,670.085205797071,21442.7265855063,780.516666666667,44,61,101,194,53,110,29,39,65,284,19,15,17,26,84,38,7,33,1653,14,28,1,134,81,0,18,5,5,181,379,62,31.5,27.9,815,576,511,4,60,5,16,50,15,161,5,16
"Yuta Watanabe",2023-03-03,"Back Soreness",24002.1341463415,19156,31119778.82,0.369562815656566,1.63636363636364,670.085205797071,21442.7265855063,780.516666666667,44,62,101,194,53,110,29,39,65,284,19,15,17,26,84,38,7,33,1653,14,28,1,134,81,0,18,5,5,181,379,62,31.5,27.9,815,576,511,4,60,5,16,50,15,161,5,17
"Yuta Watanabe",2023-03-07,"Back Soreness",24002.1341463415,14833,16521176.27,0.363912037037037,1.62222222222222,655.551075966506,21633.1855068947,786.05,45,64,101,196,53,111,29,39,65,284,20,15,17,26,85,38,7,33,1666,14,29,1,134,82,0,18,5,5,182,380,63,31.7,28.1,822,581,514,4,60,5,16,50,15,162,6,18
"Yuta Watanabe",2023-03-10,"Back Soreness",24002.1341463415,17136,15930701.71,0.369165157004831,1.60869565217391,665.88956732221,22640.2452889552,815.116666666667,46,66,102,202,53,115,31,41,68,288,21,15,19,27,93,39,8,34,1733,14,31,1,136,85,0,18,6,5,187,390,67,33,29.2,857,607,530,4,62,5,16,52,18,176,7,19
"Yuta Watanabe",2023-03-12,"Back Soreness",24002.1341463415,19739,20756764.59,0.369165157004831,1.60869565217391,665.88956732221,22640.2452889552,815.116666666667,46,67,102,202,53,115,31,41,68,288,21,15,19,27,93,39,8,34,1733,14,31,1,136,85,0,18,6,5,187,390,67,33,29.2,857,607,530,4,62,5,16,52,18,176,7,20
"Yuta Watanabe",2023-03-14,"Back Soreness",24002.1341463415,16976,14818139.62,0.369165157004831,1.60869565217391,665.88956732221,22640.2452889552,815.116666666667,46,68,102,202,53,115,31,41,68,288,21,15,19,27,93,39,8,34,1733,14,31,1,136,85,0,18,6,5,187,390,67,33,29.2,857,607,530,4,62,5,16,52,18,176,7,21
"Yuta Watanabe",2023-04-04,"Back Soreness",24002.1341463415,17893,16008398.71,0.335195707070707,1.61818181818182,689.465212411987,26199.6780716555,884.916666666667,55,78,109,220,56,125,33,45,77,307,25,15,20,28,104,47,9,36,1870,14,34,1,145,95,0,21,8,5,205,420,79,35.7,31.7,934,661,578,4,73,5,17,56,21,192,8,22
"Zach Collins",2022-11-05,"Left Lower Leg Contusion",93037.9746835443,19641,9473830.032,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,9,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,0,0
"Zach Collins",2022-11-07,"Left Lower Leg Contusion",93037.9746835443,11574,8645848.857,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,10,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,0,1
"Zach Collins",2022-11-09,"Left Lower Leg Contusion",93037.9746835443,13507,7696068.213,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,11,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,0,2
"Zach Collins",2022-11-11,"Left Lower Leg Contusion",93037.9746835443,15642,8171040.457,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,12,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,0,3
"Zach Collins",2022-11-14,"Left Lower Leg Contusion",93037.9746835443,18064,5506803.794,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,13,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,0,4
"Zach Collins",2022-11-15,"Left Lower Leg Contusion",93037.9746835443,19012,8910130.697,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,14,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,0,5
"Zach Collins",2022-11-17,"Left Lower Leg Contusion",93037.9746835443,16522,4257405.916,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,15,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,0,6
"Zach Collins",2022-11-19,"Left Lower Leg Contusion",93037.9746835443,18581,8804747.667,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,16,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,0,7
"Zach Collins",2022-11-20,"Left Lower Leg Contusion",93037.9746835443,18211,8766771.588,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,17,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,0,8
"Zach Collins",2022-11-23,"Left Fibula Fracture",93037.9746835443,14947,7886617.01,0.367901234567902,1.77777777777778,919.358744278453,3677.43497711381,158.933333333333,9,18,31,59,7,18,6,9,27,75,6,11,17,12,30,25,6,15,346,16,8,0,70,15,2,10,3,1,42,97,4,6.5,5.2,289,213,191,1,38,2,8,34,13,62,1,9
"Zach Collins",2022-12-14,"Left Ankle Sprain",93037.9746835443,13657,8360503.921,0.429881535947713,1.70588235294118,851.065824210692,6808.52659368554,350.783333333333,17,27,60,115,11,37,15,22,66,146,10,16,39,31,67,48,6,29,753,36,15,0,145,32,3,19,3,3,106,222,13,13.9,11.6,625,465,417,2,78,5,18,78,25,125,2,10
"Zach Collins",2023-03-05,"Left Ankle Soreness",93037.9746835443,16721,5442080.888,0.458299946581197,1.73076923076923,785.741502783708,23572.2450835112,1143.91666666667,52,63,213,407,36,101,84,112,164,546,28,36,98,97,221,142,23,113,2458,165,46,4,434,76,13,67,12,9,342,705,55,44.7,38.3,1891,1315,1261,7,216,15,68,269,78,416,3,11
"Zach Collins",2023-03-15,"Left Ankle Injury Management",93037.9746835443,18354,5984898.829,0.463415404040404,1.72727272727273,766.401864184619,23758.4577897232,1223.41666666667,55,67,234,444,44,114,92,121,170,604,30,39,105,102,242,154,25,122,2629,178,49,4,465,83,14,69,12,10,370,760,56,47.7,41,2029,1402,1356,7,231,17,72,284,82,448,4,12
"Zach Collins",2023-03-24,"Right Biceps Contusion",93037.9746835443,17004,5422147.457,0.471785201149425,1.70689655172414,770.989959750066,24671.6787120021,1313.45,58,72,254,482,50,131,101,132,183,659,34,43,116,109,258,162,27,133,2834,194,54,4,504,85,16,73,12,12,406,832,60,51.3,43.9,2175,1496,1452,9,246,18,78,307,90,480,5,13
"Zach Collins",2023-03-31,"Left Foot Injury Management",93037.9746835443,18064,10112639.82,0.477482638888889,1.68333333333333,789.080917131298,26828.7511824641,1375.15,60,75,268,514,52,140,104,137,184,692,37,45,122,112,270,171,31,142,2977,203,56,4,522,91,16,77,12,12,425,864,62,53.7,45.9,2288,1564,1536,9,262,18,81,320,95,500,6,14
"Zach Collins",2023-04-04,"Left Fifth Finger Cut",93037.9746835443,17071,9556380.235,0.477561475409836,1.67213114754098,768.651235411604,26902.7932394061,1398.3,61,77,274,527,54,144,106,139,190,708,37,46,125,112,276,174,32,144,3025,204,57,4,530,91,16,80,12,12,435,879,63,54.6,46.6,2337,1597,1572,9,268,20,81,323,98,512,7,15
"Zach Collins",2023-04-09,"Left Fifth Finger Laceration",93037.9746835443,20141,6168313.03,0.477561475409836,1.67213114754098,768.651235411604,26902.7932394061,1398.3,61,78,274,527,54,144,106,139,190,708,37,46,125,112,276,174,32,144,3025,204,57,4,530,91,16,80,12,12,435,879,63,54.6,46.6,2337,1597,1572,9,268,20,81,323,98,512,8,16
"Zach LaVine",2022-10-19,"Left Knee Injury Management",457981.481481481,19600,11963331.87,0,0,0,0,0,0,0,274,527,54,144,106,139,190,708,37,46,125,112,276,174,32,144,3025,204,57,4,530,91,16,80,12,12,435,879,63,54.6,46.6,2337,1597,1572,9,268,20,81,323,98,512,0,0
"Zach LaVine",2022-10-21,"Left Knee Injury Management",457981.481481481,20476,17555458.83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zach LaVine",2022-10-28,"Left Knee Injury Management",457981.481481481,16562,10990087.47,0.661574074074074,1.66666666666667,597.140793092708,597.140793092708,95.2666666666667,3,5,20,45,11,19,19,23,3,70,4,1,8,0,11,11,7,11,201,0,6,0,5,11,0,0,2,0,10,30,35,3.7,3.4,162,90,136,3,23,2,1,8,3,19,1,2
"Zach LaVine",2022-11-06,"Left Knee Injury Management",457981.481481481,19800,23165725.51,0.698958333333334,1.57142857142857,785.949617710466,3929.74808855233,234.85,7,10,48,114,22,52,27,32,13,145,8,1,13,2,25,28,12,18,499,1,13,0,14,25,0,0,5,1,31,73,65,9.2,8.3,389,232,316,6,50,2,2,14,5,46,2,3
"Zach LaVine",2023-04-07,"Left Knee Injury Management",457981.481481481,20313,8751246.775,0.751685185185185,1.76,647.407846327919,34960.0237017076,2706.06666666667,75,79,657,1353,201,533,351,415,157,1866,68,18,191,41,296,321,78,280,5618,24,93,0,182,239,0,15,25,12,426,962,802,106.2,91.6,4661,2787,3656,54,593,29,14,139,33,495,3,4
"Zeke Nnaji",2022-11-05,"Right Ankle Sprain",31924.3902439024,19641,9473830.032,0.0870370370370371,1.5,891.385640646509,4456.92820323254,25.0666666666667,6,8,5,10,0,2,2,2,8,12,1,0,1,3,2,0,1,2,54,3,0,0,3,2,0,1,0,1,8,13,0,1,0.8,29,17,20,0,1,0,3,4,1,2,0,0
"Zeke Nnaji",2022-11-07,"Right Ankle Sprain",31924.3902439024,11574,8645848.857,0.0870370370370371,1.5,891.385640646509,4456.92820323254,25.0666666666667,6,9,5,10,0,2,2,2,8,12,1,0,1,3,2,0,1,2,54,3,0,0,3,2,0,1,0,1,8,13,0,1,0.8,29,17,20,0,1,0,3,4,1,2,0,1
"Zeke Nnaji",2022-11-09,"Right Ankle Sprain",31924.3902439024,14069,9049670.799,0.0870370370370371,1.5,891.385640646509,4456.92820323254,25.0666666666667,6,10,5,10,0,2,2,2,8,12,1,0,1,3,2,0,1,2,54,3,0,0,3,2,0,1,0,1,8,13,0,1,0.8,29,17,20,0,1,0,3,4,1,2,0,2
"Zeke Nnaji",2022-12-02,"Right Ankle Sprain",31924.3902439024,16974,15426240.37,0.214952256944444,1.625,836.491159005797,10874.3850670754,165.083333333333,16,21,32,54,3,13,8,10,25,75,3,1,8,16,7,2,3,12,330,9,3,0,19,14,1,3,3,2,35,68,3,6.6,5.5,156,91,111,2,6,0,9,27,2,17,1,3
"Zeke Nnaji",2022-12-08,"Right Ankle Sprain",31924.3902439024,18189,15639245.66,0.209548611111111,1.61111111111111,825.419269518438,12381.2890427766,181.05,18,24,33,56,3,14,8,10,26,77,3,3,9,17,8,4,3,12,361,11,3,0,23,15,1,4,3,2,38,75,3,7.2,6.1,172,105,120,2,7,0,10,29,2,22,2,4
"Zeke Nnaji",2022-12-10,"Right Ankle Sprain",31924.3902439024,19636,9561896.842,0.209548611111111,1.61111111111111,825.419269518438,12381.2890427766,181.05,18,25,33,56,3,14,8,10,26,77,3,3,9,17,8,4,3,12,361,11,3,0,23,15,1,4,3,2,38,75,3,7.2,6.1,172,105,120,2,7,0,10,29,2,22,2,5
"Zeke Nnaji",2022-12-18,"Right Ankle Sprain",31924.3902439024,19235,9696018.982,0.192934027777778,1.6,825.781910501278,13212.5105680205,185.216666666667,20,28,33,57,3,14,10,12,27,79,3,3,9,18,9,4,3,13,370,12,3,0,23,15,1,4,3,2,39,77,3,7.4,6.3,177,108,123,2,7,0,11,30,2,23,3,6
"Zeke Nnaji",2022-12-30,"Left Finger Sprain",31924.3902439024,19638,10134952.12,0.219375,1.6,829.347925816792,14098.9147388855,263.25,25,34,41,70,3,16,14,18,41,99,4,4,12,24,15,5,5,22,532,16,5,0,30,23,2,5,3,2,55,110,3,10.5,9.1,237,147,169,2,11,0,16,49,2,36,4,7
"Zeke Nnaji",2023-02-07,"Right Shoulder Sprain",31924.3902439024,18307,10116850.87,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,54,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,8
"Zeke Nnaji",2023-02-09,"Right Shoulder Sprain",31924.3902439024,18846,10107832.78,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,55,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,9
"Zeke Nnaji",2023-02-11,"Right Shoulder Sprain",31924.3902439024,19256,9698174.381,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,56,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,10
"Zeke Nnaji",2023-02-13,"Right Shoulder Sprain",31924.3902439024,19755,20833382.88,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,57,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,11
"Zeke Nnaji",2023-02-15,"Right Shoulder Sprain",31924.3902439024,19627,16060229.13,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,58,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,12
"Zeke Nnaji",2023-02-23,"Right Shoulder Sprain",31924.3902439024,19432,14551094.71,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,59,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,13
"Zeke Nnaji",2023-02-25,"Right Shoulder Sprain",31924.3902439024,18302,13527053.71,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,60,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,14
"Zeke Nnaji",2023-02-26,"Right Shoulder Sprain",31924.3902439024,19689,31174484.91,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,61,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,15
"Zeke Nnaji",2023-02-28,"Right Shoulder Sprain",31924.3902439024,15368,10642047.63,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,62,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,16
"Zeke Nnaji",2023-03-03,"Right Shoulder Sprain",31924.3902439024,19641,31169558.28,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,63,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,17
"Zeke Nnaji",2023-03-06,"Right Shoulder Sprain",31924.3902439024,19520,16698870.83,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,64,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,18
"Zeke Nnaji",2023-03-08,"Right Shoulder Sprain",31924.3902439024,19896,12065282.74,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,65,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,19
"Zeke Nnaji",2023-03-10,"Right Shoulder Sprain",31924.3902439024,18354,9341734.857,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,66,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,20
"Zeke Nnaji",2023-03-12,"Right Shoulder Sprain",31924.3902439024,19739,20756764.59,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,67,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,21
"Zeke Nnaji",2023-03-14,"Right Shoulder Sprain",31924.3902439024,19800,22808195.56,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,68,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,22
"Zeke Nnaji",2023-03-16,"Right Shoulder Sprain",31924.3902439024,17987,10181776.69,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,69,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,23
"Zeke Nnaji",2023-03-18,"Right Shoulder Sprain",31924.3902439024,19812,20764257.17,0.276349431818182,1.65909090909091,850.921629483831,22123.9623665796,583.65,44,70,87,152,13,45,36,54,81,223,15,19,20,56,46,11,10,55,1199,44,25,0,108,47,11,12,4,3,127,261,7,23.1,20.1,539,347,342,2,25,0,40,114,7,105,5,24
"Zeke Nnaji",2023-04-02,"Right Knee Sprain",31924.3902439024,19752,21705314.96,0.280354166666667,1.62,813.65629819461,24409.6889458383,672.85,50,77,99,172,14,52,39,58,96,251,16,22,24,61,65,16,11,58,1375,53,28,0,135,52,13,16,6,3,143,306,8,26.5,23.2,635,415,396,3,32,0,43,127,13,126,6,25
"Zeke Nnaji",2023-04-04,"Right Knee Sprain",31924.3902439024,16924,10801752.44,0.280354166666667,1.62,813.65629819461,24409.6889458383,672.85,50,78,99,172,14,52,39,58,96,251,16,22,24,61,65,16,11,58,1375,53,28,0,135,52,13,16,6,3,143,306,8,26.5,23.2,635,415,396,3,32,0,43,127,13,126,6,26
"Ziaire Williams",2022-10-19,"Right Knee Soreness",55996.0975609756,18202,26416026.09,0,0,0,0,0,0,0,110,196,17,65,40,62,105,277,17,23,31,65,73,18,12,61,1488,57,30,0,143,58,13,17,7,3,153,327,11,28.7,25.1,709,458,441,3,37,0,44,135,15,137,0,0
"Ziaire Williams",2022-10-21,"Right Knee Soreness",55996.0975609756,18055,9769656.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ziaire Williams",2022-10-22,"Right Knee Soreness",55996.0975609756,20377,16463777.72,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Ziaire Williams",2022-10-24,"Right Knee Soreness",55996.0975609756,17392,14761857.05,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Ziaire Williams",2022-10-27,"Right Knee Soreness",55996.0975609756,15511,8344294.872,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Ziaire Williams",2022-10-29,"Right Knee Soreness",55996.0975609756,18206,12872780.45,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Ziaire Williams",2022-10-31,"Right Knee Soreness",55996.0975609756,18206,8266944.426,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Ziaire Williams",2022-11-02,"Right Knee Soreness",55996.0975609756,19462,31151186.07,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Ziaire Williams",2022-11-04,"Right Knee Soreness",55996.0975609756,17187,8337636.249,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Ziaire Williams",2022-11-06,"Right Knee Soreness",55996.0975609756,16877,9599768.453,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Ziaire Williams",2022-11-07,"Right Knee Soreness",55996.0975609756,17371,14235147.68,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Ziaire Williams",2022-11-09,"Right Knee Soreness",55996.0975609756,13507,7696068.213,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Ziaire Williams",2022-11-11,"Right Knee Soreness",55996.0975609756,16939,26286394.23,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Ziaire Williams",2022-11-13,"Right Knee Soreness",55996.0975609756,17667,14286688.54,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"Ziaire Williams",2022-11-15,"Right Knee Soreness",55996.0975609756,14032,30588177.73,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ziaire Williams",2022-11-18,"Right Knee Soreness",55996.0975609756,17324,7771637.663,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"Ziaire Williams",2022-11-20,"Right Knee Soreness",55996.0975609756,18241,10243160.73,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"Ziaire Williams",2022-11-22,"Right Knee Soreness",55996.0975609756,16826,8479263.912,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"Ziaire Williams",2022-11-25,"Right Knee Soreness",55996.0975609756,17794,18450069.66,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"Ziaire Williams",2022-11-27,"Right Knee Soreness",55996.0975609756,19524,14980681.38,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"Ziaire Williams",2022-11-30,"Right Knee Soreness",55996.0975609756,15980,8729832.119,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
