"PLAYER","REASON","missed_games","salary_dollars_claimed","injuries_prior","played_games_prior","games_prior","total_miles_prior","total_minutes_prior","PERCENTAGE_MIN_prior","AVG_TRAVEL_MILES_prior","FGM_prior_sum","FGA_prior_sum","FG3M_prior_sum","FG3A_prior_sum","FTM_prior_sum","FTA_prior_sum","PF_prior_sum","PTS_prior_sum","STL_prior_sum","BLK_prior_sum","TO_prior_sum","OREB_prior_sum","DREB_prior_sum","AST_prior_sum","BLKA_prior_sum","PFD_prior_sum","POSS_prior_sum","SCREEN_ASSISTS_prior_sum","DEFLECTIONS_prior_sum","CHARGES_DRAWN_prior_sum","CONTESTED_SHOTS_2PT_prior_sum","CONTESTED_SHOTS_3PT_prior_sum","OFF_BOXOUTS_prior_sum","DEF_BOXOUTS_prior_sum","OFF_LOOSE_BALLS_RECOVERED_prior_sum","DEF_LOOSE_BALLS_RECOVERED_prior_sum","D_FGM_prior_sum","D_FGA_prior_sum","DRIVES_prior_sum","DIST_MILES_OFF_prior_sum","DIST_MILES_DEF_prior_sum","TOUCHES_prior_sum","PASSES_MADE_prior_sum","PASSES_RECEIVED_prior_sum","SECONDARY_AST_prior_sum","POTENTIAL_AST_prior_sum","FT_AST_prior_sum","OREB_CONTEST_prior_sum","OREB_CHANCES_prior_sum","DREB_CONTEST_prior_sum","DREB_CHANCES_prior_sum"
"Stephen Curry","Left Ankle Soreness",1,593456.962962963,1,23,25,16326.0638429427,799.7,0.724365942028986,1020.37899018392,233,467,117,271,106,117,49,689,24,6,72,12,140,162,17,93,1752,24,52,4,41,65,0,2,9,12,110,247,204,33.5,26.5,1896,1254,1521,27,280,10,4,31,28,217
"Stephen Curry","Left Hip Tightness",1,593456.962962963,5,30,44,21046.9388280953,1040.66666666667,0.722685185185185,956.679037640696,299,614,151,360,144,158,62,893,31,12,97,18,175,193,23,125,2289,28,62,5,67,82,1,2,12,13,147,329,266,43.6,34.4,2393,1547,1935,31,341,15,7,44,31,282
"Stephen Curry","Left Lower Leg Contusion",0,0,6,36,51,25987.7871187981,1263.98333333333,0.731471836419753,999.530273799927,359,728,181,420,184,200,77,1083,37,14,122,22,209,234,25,151,2779,33,72,5,84,95,1,3,16,15,186,407,318,52.8,41.7,2876,1860,2324,38,399,20,10,51,36,339
"Stephen Curry","Left Shoulder Soreness",11,6528026.59259259,3,26,29,19005.8680395003,894,0.716346153846154,1000.30884418422,262,524,131,302,124,135,54,779,27,9,81,16,155,177,21,108,1960,26,58,5,50,70,1,2,10,12,122,272,231,37.5,29.5,2092,1375,1682,29,303,10,5,39,29,240
"Stephen Curry","Left Shoulder Subluxation",0,0,4,26,40,19005.8680395003,894,0.716346153846154,1000.30884418422,262,524,131,302,124,135,54,779,27,9,81,16,155,177,21,108,1960,26,58,5,50,70,1,2,10,12,122,272,231,37.5,29.5,2092,1375,1682,29,303,10,5,39,29,240
"Stephen Curry","Left Superior Tib/Fib Sprain",11,6528026.59259259,7,37,52,26933.1498182688,1289.53333333333,0.726088588588589,997.52406734329,366,739,183,426,189,205,79,1104,37,14,122,22,215,241,25,154,2832,34,74,5,88,97,1,3,16,15,196,425,326,53.9,42.6,2942,1913,2377,39,413,21,10,52,36,346
"Stephen Curry","Left Thumb Soreness",0,0,8,43,69,31025.1703342182,1506.81666666667,0.730046834625323,969.536572944318,438,869,220,498,213,233,95,1309,43,15,146,29,238,273,30,177,3305,41,84,6,103,105,1,4,20,18,232,499,378,63.3,49.6,3414,2205,2754,46,470,28,14,65,41,396
"Stephen Curry","Right Elbow Soreness",2,1186913.92592593,0,9,9,5467.25879146998,313.633333333333,0.726003086419753,911.209798578329,91,187,46,111,51,54,19,279,11,1,26,8,55,61,6,41,696,12,21,1,19,25,0,1,6,3,54,104,77,13.2,10.7,740,485,577,15,118,3,3,15,11,85
"Stephen Curry","Right Hip Contusion",0,0,9,54,80,37450.7882349189,1895.6,0.731327160493827,936.269705872973,544,1106,266,622,253,277,114,1607,52,19,178,39,293,342,41,216,4134,49,98,9,122,135,1,6,26,23,300,625,507,80.2,62.3,4298,2773,3489,66,595,35,17,93,55,484
"Stephen Curry","Right Knee Soreness",0,0,2,25,28,18761.3493299287,864.45,0.720375,1042.29718499604,251,505,126,292,113,124,52,741,25,8,78,15,149,170,20,99,1894,25,55,5,48,69,1,2,10,12,118,267,221,36.2,28.5,2024,1334,1629,28,295,10,4,37,28,231
"Steven Adams","Jaw Soreness",0,0,0,7,7,3410.7694898208,180.966666666667,0.53859126984127,682.15389796416,16,29,0,0,4,18,18,36,5,10,16,27,43,14,3,23,370,38,11,1,42,12,8,6,4,3,44,91,7,6.8,6.2,267,212,125,0,27,4,22,64,19,61
"Steven Adams","Right Ankle Soreness",2,437239.731707318,1,10,10,5891.87454740767,258.483333333333,0.538506944444444,841.696363915381,30,50,0,0,7,23,25,67,7,14,20,47,63,24,3,26,532,56,14,1,57,19,12,10,5,3,60,131,8,9.6,8.7,379,299,173,0,40,5,34,96,28,94
"Steven Adams","Right Hip Soreness",1,218619.865853659,2,21,22,13822.8990249012,568.3,0.563789682539682,813.111707347131,73,123,0,1,19,62,53,165,18,22,47,109,126,49,8,61,1185,122,37,1,139,37,26,22,13,4,136,289,16,21.5,18.9,895,704,438,3,82,8,77,213,49,197
"Steven Adams","Right Knee Soreness",36,7870315.17073172,4,42,46,23759.3430278833,1133.3,0.562152777777778,766.4304202543,157,263,0,1,47,129,98,361,36,46,79,214,271,97,14,131,2396,237,68,1,299,71,54,46,25,8,264,596,39,42.2,39,1814,1408,809,7,154,11,154,410,97,433
"Steven Adams","Right Shoulder Soreness",0,0,3,23,25,14447.0887789024,617,0.558876811594203,802.616043272354,81,133,0,1,19,63,55,181,18,24,49,112,132,52,8,63,1283,128,38,1,150,40,28,22,13,5,146,312,18,23.3,20.6,947,743,466,3,86,8,77,224,52,207
"TJ Warren","Left Foot Injury Management",1,32857.4625,1,4,27,0,66.6166666666666,0.346961805555555,NA,12,24,1,4,3,4,5,28,3,1,2,4,4,6,2,3,140,1,8,0,4,3,0,4,2,1,6,16,11,2.6,2.4,109,76,81,0,10,0,3,9,2,9
"TJ Warren","Left Foot Injury Recovery",23,755721.6375,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJ Warren","Left Rib Contusion",0,0,2,14,38,3966.24122205453,276.666666666667,0.411706349206349,440.693469117169,57,106,7,23,12,14,23,133,10,5,9,11,36,21,3,13,588,3,23,0,10,11,0,11,4,4,50,93,41,10.7,10.1,395,263,271,2,35,0,6,23,11,51
"TJ Warren","Left Shin Contusion",4,131429.85,4,24,48,12696.2106459328,455.883333333333,0.395732060185185,705.345035885154,92,184,15,45,23,29,41,222,15,7,16,13,56,29,6,25,968,4,30,0,16,17,0,18,5,5,76,150,70,17.7,16.4,629,402,446,3,48,0,8,31,18,83
"TJ Warren","Right Knee Contusion",0,0,3,21,45,9498.12585821567,417.416666666667,0.414103835978836,633.208390547711,88,169,15,42,23,29,36,214,15,7,15,12,52,26,5,24,883,3,29,0,13,16,0,18,5,5,69,137,63,16.2,15.1,578,368,409,3,43,0,7,29,17,74
"Taj Gibson","Left Groin Left groin soreness",11,389809.280487805,4,23,39,12060.3085102407,206.316666666667,0.186881038647343,670.017139457815,31,58,3,13,15,20,42,80,10,6,11,12,24,12,3,15,431,37,12,1,31,11,1,14,3,4,45,85,3,8,6.9,313,236,186,0,19,0,8,23,9,41
"Taj Gibson","Left Groin Soreness",3,106311.62195122,3,23,36,12060.3085102407,206.316666666667,0.186881038647343,670.017139457815,31,58,3,13,15,20,42,80,10,6,11,12,24,12,3,15,431,37,12,1,31,11,1,14,3,4,45,85,3,8,6.9,313,236,186,0,19,0,8,23,9,41
"Taj Gibson","Neck Cervical Soreness",2,70874.4146341464,1,6,12,2497.39584975638,27.2333333333333,0.0945601851851853,416.232641626063,5,11,1,4,4,4,3,15,1,0,1,2,4,3,1,2,57,5,2,0,0,0,1,1,1,0,6,8,0,1,1,56,41,35,0,4,0,1,3,2,5
"Taj Gibson","Neck Cervical Strain",1,35437.2073170732,0,6,11,2497.39584975638,27.2333333333333,0.0945601851851853,416.232641626063,5,11,1,4,4,4,3,15,1,0,1,2,4,3,1,2,57,5,2,0,0,0,1,1,1,0,6,8,0,1,1,56,41,35,0,4,0,1,3,2,5
"Taj Gibson","Neck Cervical strain",5,177186.036585366,2,6,14,2497.39584975638,27.2333333333333,0.0945601851851853,416.232641626063,5,11,1,4,4,4,3,15,1,0,1,2,4,3,1,2,57,5,2,0,0,0,1,1,1,0,6,8,0,1,1,56,41,35,0,4,0,1,3,2,5
"Talen Horton-Tucker","Left Ankle Soreness",3,375365.853658536,1,65,79,39312.5307788693,1313.23333333333,0.42090811965812,836.436825082327,257,613,58,203,126,168,108,698,41,29,126,41,169,246,45,124,2826,15,84,3,84,71,0,16,15,14,240,521,640,53.3,42.3,2951,2050,2261,26,467,26,24,103,37,290
"Talen Horton-Tucker","Right Ankle Sprain",6,750731.707317072,0,34,42,21122.7688020061,533.916666666667,0.327154820261438,782.32477044467,87,222,22,91,34,46,48,230,26,11,41,16,66,81,21,38,1167,2,46,1,39,35,0,13,4,7,92,209,206,21.9,17.4,1068,747,760,8,163,8,10,40,13,110
"Tari Eason","Left Ankle Sprain",0,0,0,28,28,17428.2763913155,518.783333333333,0.385999503968254,792.194381423432,89,209,20,55,36,42,61,234,36,14,24,60,89,23,22,39,1124,3,69,0,68,61,5,12,11,14,104,214,107,21.8,18.4,801,520,399,2,46,2,38,130,19,130
"Taurean Prince","Left Ankle Sprain",4,360246.913580247,1,22,42,11382.1805630081,452.35,0.428361742424242,875.552351000623,68,137,30,73,20,26,59,186,6,5,28,7,45,28,5,32,992,2,39,5,32,35,2,6,0,5,71,158,62,17.3,16.2,575,385,402,9,50,4,1,22,9,80
"Taurean Prince","Right Shoulder Subluxation",20,1801234.56790123,0,18,18,9216.3757570623,351.616666666667,0.406963734567901,837.852341551119,51,103,21,54,19,22,43,142,6,4,21,6,39,21,2,24,779,2,33,2,23,28,2,6,0,3,51,116,46,13.3,12.7,432,287,288,8,39,3,1,18,8,68
"Terance Mann","Head Concussion Protocol",1,23544.8902439024,0,26,26,14005.9554025173,567.816666666667,0.454981303418803,823.879729559838,88,159,18,51,29,39,49,223,15,7,28,28,65,49,13,35,1186,8,39,0,54,28,1,5,6,3,91,204,96,22.8,20.9,818,603,555,6,82,3,16,61,14,117
"Terence Davis","Lower Back Soreness",8,390243.902439025,0,20,21,12415.6541918696,263.633333333333,0.274618055555556,955.050322451509,49,112,28,71,14,16,36,140,16,4,15,9,51,30,5,13,573,2,24,1,24,25,0,0,2,8,53,114,57,11,10,431,286,299,3,46,2,4,20,6,72
"Terrence Ross","Left Knee Contusion",1,145569.620253165,0,8,8,5352.16663416928,219.883333333333,0.572612847222222,669.02082927116,31,67,15,37,4,6,18,81,6,2,3,4,18,10,0,5,454,2,12,0,13,21,0,1,2,2,36,86,22,8.8,7.4,192,118,151,1,26,2,0,5,2,27
"Terrence Ross","Right Toe Soreness",2,291139.24050633,1,45,59,21912.4295476624,1009.16666666667,0.467206790123457,811.571464728236,142,328,66,177,16,22,61,366,26,8,37,11,86,60,10,24,2103,7,53,1,43,86,0,11,5,9,160,350,105,40.1,34.4,1023,629,805,5,131,15,1,24,14,125
"Terry Rozier","Right Ankle Sprain",7,1834197.70731707,0,2,2,2202.88153365348,65.85,0.6859375,1101.44076682674,17,43,6,15,7,8,2,47,1,3,6,4,10,17,3,4,147,0,4,0,8,5,0,0,2,0,12,31,22,2.9,2.4,167,110,141,3,30,0,2,6,3,14
"Terry Rozier","Right Calf Contusion",0,0,3,57,68,26069.0088385457,2036.2,0.74422514619883,668.436124065273,448,1085,152,461,168,208,108,1216,62,15,120,50,189,281,61,175,4332,14,96,2,86,115,0,4,25,22,380,734,734,86.6,70,4266,2846,3676,44,555,35,19,135,24,297
"Terry Rozier","Right Foot Discomfort",8,2096225.95121951,4,63,74,27224.9952766717,2220.93333333333,0.734435626102293,664.024275040774,493,1188,165,505,178,220,119,1329,74,16,134,51,208,319,64,191,4716,14,106,2,92,122,0,4,26,24,416,794,808,94.7,76,4735,3179,4080,47,608,38,20,142,25,332
"Terry Rozier","Right Hand Sprain",1,262028.243902439,2,49,59,23172.2453888067,1745.53333333333,0.742148526077097,681.536629082551,396,946,134,402,141,172,91,1067,53,13,103,47,163,240,53,148,3720,11,83,2,73,99,0,4,21,20,327,628,635,74.4,60.2,3639,2412,3131,36,468,29,18,120,24,250
"Terry Rozier","Right Hip Contusion",2,524056.487804878,1,22,30,9152.54003984103,792.016666666667,0.750015782828283,610.169335989402,175,442,55,175,54,65,46,459,15,4,55,25,74,121,28,60,1672,2,30,1,34,56,0,2,12,12,153,292,326,34.2,26.8,1870,1285,1636,16,246,18,11,65,12,118
"Thaddeus Young","Left Knee Sprain",16,1560975.6097561,0,47,59,19527.8624802649,754.15,0.334286347517731,629.931047750482,104,185,5,31,18,26,85,231,53,5,38,67,89,70,8,39,1562,66,104,6,99,72,6,18,13,11,186,330,41,29.8,25.7,1342,1092,783,6,108,7,50,139,19,151
"Thomas Bryant","Left UCL Repair",2,48004.268292683,0,0,13,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thomas Bryant","Right Ankle Sprain/Hip Contusion",8,192017.073170732,1,49,64,30807.8076176365,976.6,0.415221088435374,832.643449125311,209,329,22,51,92,125,92,532,16,28,34,78,236,29,31,94,2088,113,31,0,281,50,10,53,7,9,309,563,17,37.8,33.2,1426,1000,631,7,52,2,51,176,88,362
"Tobias Harris","Back Pain",1,458939.634146341,1,25,27,7952.91997798143,859.583333333333,0.716319444444444,530.194665198762,164,339,55,136,41,48,56,424,33,13,35,23,136,74,24,43,1749,9,41,0,69,53,7,25,6,11,144,292,172,33.4,28.5,1396,959,926,9,122,6,10,69,27,208
"Tobias Harris","Left Calf Contusion",1,458939.634146341,3,59,63,22975.4827568091,1967.28333333333,0.694662193973635,656.44236448026,351,700,104,271,80,93,118,886,57,31,73,52,286,149,44,85,3998,12,86,0,125,98,7,42,16,20,292,629,363,74.5,65.1,2926,2034,1918,23,264,11,29,139,57,430
"Tobias Harris","Left Hip Injury Recovery",2,917879.268292682,4,74,80,33000.0479363268,2435.91666666667,0.68578734984985,687.500998673476,423,845,126,324,113,129,149,1085,68,40,89,67,357,186,52,110,4910,17,102,0,156,117,13,46,21,24,357,776,450,92.3,80.4,3600,2520,2334,28,326,13,36,170,70,534
"Tobias Harris","Left Hip Soreness",2,917879.268292682,0,14,14,3367.16136036882,472.4,0.70297619047619,420.895170046103,78,169,29,73,21,27,30,206,22,8,15,15,72,40,10,26,952,3,23,0,40,31,5,12,3,7,79,169,70,18.1,16,730,506,476,6,59,1,7,43,17,111
"Tobias Harris","Left Knee Soreness",1,458939.634146341,2,38,41,11930.3757474118,1296.78333333333,0.710955774853801,542.289806700536,244,493,74,194,59,68,78,621,40,21,48,41,198,98,35,60,2646,10,59,0,91,69,7,29,10,14,199,427,253,49.8,43.3,2036,1409,1324,17,177,6,23,99,40,302
"Torrey Craig","Left Heel Contusion",0,0,1,7,7,2192.88442514996,101.733333333333,0.302777777777778,730.961475049988,15,24,7,15,1,2,9,38,2,1,3,11,14,7,0,2,213,1,10,0,11,7,1,2,1,2,18,36,3,4.2,3.8,134,103,68,0,10,0,9,20,2,25
"Torrey Craig","Left Heel Soreness",0,0,0,6,6,2192.88442514996,90.05,0.312673611111111,730.961475049988,14,22,6,13,0,0,6,34,2,1,3,10,11,6,0,1,187,0,10,0,11,7,1,1,1,2,17,33,3,3.7,3.4,116,89,60,0,9,0,8,18,1,21
"Torrey Craig","Right Ankle Sprain",0,0,3,38,41,20350.5349957052,954.85,0.523492324561404,847.938958154385,122,257,52,132,21,26,93,317,27,24,29,77,132,57,8,31,1961,22,57,2,117,74,5,16,8,12,181,383,61,39.9,35.3,1257,933,652,5,104,5,49,168,24,208
"Torrey Craig","Right Groin Strain",3,187388.451219512,2,21,21,11033.9307380144,495.55,0.491617063492063,919.494228167869,62,131,26,68,10,13,50,160,13,16,14,40,64,30,5,12,1034,6,33,0,68,33,3,10,5,5,95,200,24,20.6,18.8,618,457,306,2,50,2,28,80,12,113
"Trae Young","Left Ankle Soreness",0,0,6,40,45,16624.8640075093,1428.68333333333,0.744105902777778,593.745143125332,341,804,91,277,313,350,62,1086,39,6,159,26,88,393,48,263,3101,2,72,4,22,55,0,5,5,14,183,412,713,56.4,45.6,3239,1951,2813,26,682,32,6,75,4,133
"Trae Young","Left Calf Contusion",1,452396.341463415,4,31,34,11732.8366575053,1103.01666666667,0.741274641577061,558.706507500253,268,648,71,225,240,268,43,847,23,5,117,22,66,308,40,202,2390,1,48,4,16,40,0,4,5,9,134,297,555,43.7,34.9,2520,1495,2210,21,532,26,5,61,3,97
"Trae Young","Left Eye Contusion",0,0,0,8,8,1621.28164605475,273.133333333333,0.711284722222222,405.320411513688,69,179,20,63,62,68,13,220,4,1,25,7,22,75,15,51,595,1,9,1,1,7,0,3,3,2,33,57,135,10.9,8.7,580,313,514,2,112,6,4,16,1,29
"Trae Young","Left Shoulder Soreness",0,0,5,38,43,15169.9622486241,1357.83333333333,0.744426169590644,583.460086485544,330,780,88,270,296,331,58,1044,32,6,145,26,81,373,48,250,2951,2,65,4,22,52,0,5,5,13,168,388,680,53.6,43.4,3067,1831,2671,23,647,31,6,74,4,126
"Trae Young","Low Back Tightness",1,452396.341463415,3,25,27,9933.40776557003,891.083333333334,0.742569444444445,584.31810385706,220,539,52,181,186,208,36,678,19,4,94,18,52,241,32,161,1933,1,37,4,11,36,0,3,5,7,106,243,452,35.2,28.2,2018,1173,1780,18,421,21,5,47,2,75
"Trae Young","Right Ankle Soreness",1,452396.341463415,7,45,50,19380.6932064245,1607.13333333333,0.744043209876543,605.646662700767,386,904,95,301,356,402,68,1223,41,6,185,30,101,445,51,297,3485,3,75,4,22,61,0,5,8,17,212,462,823,63.4,51.3,3653,2199,3164,29,765,34,7,85,5,151
"Trae Young","Right Groin Soreness",1,452396.341463415,8,55,62,22854.0127469432,1941.58333333333,0.735448232323232,601.421388077453,469,1093,119,364,432,486,85,1489,57,9,225,40,121,557,65,357,4221,3,93,4,29,68,0,5,14,19,276,585,1034,76.5,62,4447,2689,3856,36,944,46,11,117,7,186
"Trae Young","Right Knee Contusion",0,0,9,63,70,24928.446577538,2202.18333333333,0.728235229276896,608.010892135073,541,1240,140,414,480,539,94,1702,72,9,256,50,144,636,76,397,4797,4,112,4,34,74,0,6,17,21,316,666,1167,86.2,70.4,5066,3086,4387,44,1080,59,12,139,9,222
"Trae Young","Right Shin Soreness",1,452396.341463415,1,9,9,2369.58581466273,315.5,0.730324074074074,473.917162932545,78,205,22,72,76,83,16,254,6,2,30,8,22,85,17,60,687,1,11,1,2,7,0,3,3,2,37,72,158,12.6,10,670,364,595,3,133,6,4,20,1,30
"Trae Young","Right Shoulder Soreness",1,452396.341463415,2,21,22,8434.06388713407,744.566666666667,0.738657407407408,602.43313479529,188,457,47,155,161,179,29,584,16,3,72,17,44,202,30,134,1618,1,26,2,8,33,0,3,5,5,87,197,369,29.2,23.5,1649,943,1449,9,336,20,5,43,2,64
"Tre Jones","Left Foot Injury Management",1,22564.8227848101,1,53,63,23157.2527327576,1540.11666666667,0.60539177148847,798.525956301986,256,593,34,132,110,124,76,656,69,8,89,44,147,329,38,145,3279,13,139,9,126,93,0,5,15,26,310,612,597,67.8,56,3597,2752,3145,38,626,34,8,119,17,247
"Tre Jones","Left Foot Soreness",9,203083.405063291,0,50,51,21468.9487574032,1469.36666666667,0.612236111111111,795.146250274192,247,570,33,129,107,121,73,634,67,8,87,40,139,317,37,139,3131,13,135,7,123,91,0,5,13,26,293,583,568,64.6,53.5,3446,2632,3023,38,602,34,8,115,16,235
"Tre Jones","Left Foot Soreness Management",1,22564.8227848101,3,58,71,23846.4533533313,1692.05,0.60777658045977,769.240430752621,280,638,35,139,122,141,82,717,77,9,96,46,158,365,38,158,3608,14,148,9,135,102,2,6,15,29,335,675,661,74.5,61.3,3907,2991,3408,40,691,39,9,128,18,266
"Tre Jones","Right Hamstring Contusion",0,0,2,57,70,23343.4654389695,1660.03333333333,0.606737329434698,778.115514632318,273,625,34,136,122,140,81,702,76,9,94,45,154,357,38,155,3541,14,147,9,133,99,1,6,15,27,330,662,646,73.1,60.2,3835,2938,3347,39,673,37,9,126,18,260
"Tre Mann","Low Back Soreness",3,111446.341463415,0,13,13,5498.2881886771,312.983333333333,0.501575854700855,610.920909853011,55,137,24,72,10,16,23,144,12,1,13,10,30,29,6,14,671,3,25,2,21,15,0,5,3,4,49,99,113,12.9,10.7,543,371,409,3,65,3,4,17,1,62
"Trendon Watford","Left Achilles Soreness",7,135118.839506173,1,19,28,14023.7236554931,324.983333333333,0.356341374269006,1001.69454682093,34,61,4,11,24,29,31,96,9,3,19,16,57,31,4,26,666,16,21,3,46,34,1,13,2,2,75,148,49,12.8,10.5,567,460,313,3,61,1,8,32,15,86
"Trendon Watford","Right Ankle Sprain",4,77210.7654320988,2,40,56,23857.9169703384,649.116666666667,0.338081597222222,883.626554456978,82,143,14,31,41,54,73,219,14,6,38,25,108,66,7,54,1341,34,36,7,87,61,2,20,5,6,160,306,107,25.5,21,1181,950,628,7,125,2,14,69,26,166
"Trendon Watford","Right Hip Flexor Strain",9,173724.222222222,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trent Forrest","Concussion Evaluation",3,18617.9634146341,0,8,22,3326.61094392902,61.9166666666667,0.161241319444445,665.322188785804,5,10,0,0,0,0,4,10,2,0,2,2,5,9,2,1,133,0,3,0,9,5,0,0,1,0,13,28,15,2.6,2.2,112,96,81,0,17,0,1,4,0,6
"Trent Forrest","Concussion Protocol",17,105501.792682927,1,8,25,3326.61094392902,61.9166666666667,0.161241319444445,665.322188785804,5,10,0,0,0,0,4,10,2,0,2,2,5,9,2,1,133,0,3,0,9,5,0,0,1,0,13,28,15,2.6,2.2,112,96,81,0,17,0,1,4,0,6
"Trevor Keels","Contused Right Foot",5,31743.231707317,0,2,75,955.631803093935,3.88333333333333,0.0404513888888888,955.631803093935,1,3,1,3,0,0,0,3,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,6,2,3,0,0,0,0,0,0,2
"Trey Lyles","Right Calf Contusion",0,0,0,2,4,74.0420569419964,18.4666666666666,0.192361111111111,74.0420569419964,3,11,2,9,0,0,2,8,2,0,1,0,5,1,0,0,43,0,2,0,1,3,0,2,0,1,2,6,1,0.8,0.7,37,25,20,0,1,0,0,2,1,7
"Trey Lyles","Right Foot Soreness",0,0,1,4,6,2315.46877679222,57.9833333333333,0.301996527777778,1157.73438839611,8,22,5,16,3,6,7,24,4,3,4,3,11,4,1,5,130,1,4,0,9,6,2,5,0,3,9,25,4,2.4,2.2,96,67,53,0,5,0,3,12,2,18
"Trey Lyles","Right Shoulder Soreness",1,32012.1951219512,2,62,69,33697.2653019855,1036.98333333333,0.348448700716846,886.770139525933,166,342,75,197,88,110,80,495,22,27,53,57,189,59,14,89,2218,22,50,5,134,93,8,37,7,9,207,426,147,42.8,38.3,1646,1175,894,9,109,3,42,164,46,295
"Tyler Herro","Back Spasms",1,69781.9024390244,1,31,39,18096.7374261142,1094.13333333333,0.735304659498208,1005.37430145079,232,518,102,260,87,95,57,653,31,11,81,15,172,140,28,67,2247,4,42,0,80,74,0,7,8,10,203,408,331,46,37.3,2135,1433,1612,20,278,15,5,57,21,259
"Tyler Herro","Left Achilles Soreness",3,209345.707317073,2,32,41,20076.2546986547,1131.8,0.736848958333333,1056.64498413972,240,539,107,273,90,98,58,677,31,11,82,15,176,142,30,70,2318,5,44,0,83,78,0,7,8,10,212,423,340,47.5,38.6,2206,1476,1665,22,282,15,5,58,21,264
"Tyler Herro","Left Ankle Sprain",8,558255.219512195,0,10,10,6892.31540532741,313.95,0.6540625,1378.46308106548,72,154,24,64,28,31,16,196,7,6,21,6,58,26,14,23,649,2,15,0,35,29,0,2,3,3,73,143,107,13.1,11.1,577,368,428,5,57,3,2,20,11,84
"Tyler Herro","Left Knee Contusion",2,139563.804878049,4,45,57,26364.0890193131,1593.81666666667,0.737878086419753,909.106517907349,337,771,135,366,118,128,76,927,39,14,112,21,237,199,36,97,3247,12,62,0,108,104,0,8,9,12,285,574,503,66.8,54.7,3077,2045,2321,34,403,24,7,78,30,366
"Tyler Herro","Lower Back Contusion",0,0,3,44,56,26159.7212494794,1546.83333333333,0.732402146464647,934.275758909979,327,748,133,356,117,127,71,904,39,14,108,21,235,198,35,94,3156,11,60,0,104,102,0,8,9,12,280,561,486,64.8,53.2,2985,1984,2243,32,396,23,7,77,30,361
"Tyler Herro","Right Quadriceps Contusion",1,69781.9024390244,6,66,80,36492.0086942688,2326.71666666667,0.734443392255892,848.651364982995,485,1106,203,536,170,182,101,1343,51,16,156,27,332,277,52,127,4727,18,90,0,151,155,0,12,13,20,400,821,715,96.8,79.9,4374,2905,3313,48,560,38,9,112,41,505
"Tyler Herro","Right Rib Contusion",0,0,5,47,61,27759.2863180199,1662.88333333333,0.737093676122931,895.460848968384,352,809,144,385,126,137,81,974,40,15,115,22,248,205,36,102,3398,12,63,0,116,108,0,8,9,14,295,596,522,69.7,57.2,3207,2128,2422,36,417,24,8,82,31,380
"Tyrese Haliburton","Left Groin Sore",2,102807.804878049,3,22,22,7619.17263294495,731.166666666667,0.692392676767677,692.65205754045,155,336,58,157,52,62,24,420,40,6,58,17,86,239,18,51,1578,0,57,1,23,45,0,3,8,14,102,205,312,31.3,24.6,2130,1664,1746,24,464,36,5,46,6,122
"Tyrese Haliburton","Left Groin Soreness",0,0,4,24,26,9711.31821438236,799.733333333334,0.694212962962963,747.024478029412,173,364,66,170,57,67,26,469,43,6,62,18,89,265,18,55,1720,0,58,1,25,48,0,3,9,14,115,223,353,34.2,26.9,2306,1802,1898,24,505,37,5,47,6,127
"Tyrese Haliburton","Left Knee Bruised",2,102807.804878049,11,54,67,21917.5695233922,1821.76666666667,0.702842078189301,707.018371722328,398,815,158,392,167,192,66,1121,89,24,135,32,166,563,43,150,3848,3,144,1,73,119,0,5,17,24,271,546,815,77.5,61,5103,3944,4202,56,1073,63,11,89,10,253
"Tyrese Haliburton","Left Knee, Elbow Sprains",10,514039.024390244,7,40,42,15495.4431554207,1336.31666666667,0.695998263888889,704.338325246394,290,604,118,296,110,125,44,808,70,16,105,27,132,409,31,99,2847,1,107,1,49,92,0,4,15,21,186,388,583,57,45,3787,2932,3112,40,797,51,9,71,9,199
"Tyrese Haliburton","Left Thigh Contusion",0,0,8,46,58,18424.6076508441,1534.76666666667,0.695093599033817,708.638755801696,328,683,134,336,119,139,51,909,81,17,123,32,146,463,38,110,3258,1,122,1,54,102,0,5,16,24,222,450,661,65.4,51.7,4333,3364,3568,42,909,55,11,81,9,221
"Tyrese Haliburton","Right Ankle Soreness",0,0,1,14,14,4050.34582566305,478.15,0.711532738095238,578.620832237578,103,211,41,101,40,46,18,287,26,2,40,13,52,143,9,36,1029,0,39,1,13,30,0,2,4,7,68,143,188,20.1,16.1,1404,1109,1162,19,283,21,3,25,4,74
